time, node0_(3), node0_(2), node1_(3), node1_(2), node2_(3), node2_(2), node3_(3), node3_(2)
2211, 79, 57, 46, 2, 0, 0, 0, 0
2212, 81, 57, 46, 2, 0, 0, 0, 0
2213, 85, 59, 46, 2, 0, 0, 0, 0
2214, 86, 58, 46, 2, 0, 0, 0, 0
2215, 87, 57, 46, 2, 0, 0, 0, 0
2216, 88, 56, 46, 2, 0, 0, 0, 0
2217, 90, 56, 42, 2, 0, 0, 0, 0
2218, 90, 54, 38, 2, 0, 0, 0, 0
2219, 91, 53, 34, 2, 0, 0, 0, 0
2220, 92, 52, 30, 2, 0, 0, 0, 0
2221, 93, 51, 26, 2, 0, 0, 0, 0
2222, 94, 50, 22, 2, 0, 0, 0, 0
2223, 94, 48, 18, 2, 0, 0, 0, 0
2224, 95, 51, 14, 0, 0, 0, 0, 0
2225, 95, 51, 10, 0, 0, 0, 0, 0
2226, 97, 53, 6, 0, 0, 0, 0, 0
2227, 97, 53, 2, 0, 0, 0, 0, 0
2228, 98, 54, 2, 0, 0, 0, 0, 0
2229, 99, 55, 2, 0, 0, 0, 0, 0
2230, 99, 55, 2, 0, 0, 0, 0, 0
2231, 100, 56, 2, 0, 0, 0, 0, 0
2232, 101, 57, 2, 0, 0, 0, 0, 0
2233, 101, 57, 2, 0, 0, 0, 0, 0
2234, 102, 58, 2, 0, 0, 0, 0, 0
2235, 103, 59, 2, 0, 0, 0, 0, 0
2236, 105, 61, 2, 0, 0, 0, 0, 0
2237, 106, 62, 2, 0, 0, 0, 0, 0
2238, 108, 64, 2, 0, 0, 0, 0, 0
2239, 111, 67, 2, 0, 0, 0, 0, 0
2240, 114, 70, 2, 0, 0, 0, 0, 0
2241, 115, 71, 2, 0, 0, 0, 0, 0
2242, 115, 71, 2, 0, 0, 0, 0, 0
2243, 117, 73, 2, 0, 0, 0, 0, 0
2244, 114, 74, 2, 0, 0, 0, 0, 0
2245, 110, 74, 2, 0, 0, 0, 0, 0
2246, 107, 75, 2, 0, 0, 0, 0, 0
2247, 105, 77, 2, 0, 0, 0, 0, 0
2248, 103, 79, 2, 0, 0, 0, 0, 0
2249, 99, 79, 2, 0, 0, 0, 0, 0
2250, 98, 82, 2, 0, 0, 0, 0, 0
2251, 95, 83, 2, 0, 0, 0, 0, 0
2252, 91, 83, 2, 0, 0, 0, 0, 0
2253, 88, 84, 2, 0, 0, 0, 0, 0
2254, 85, 85, 2, 0, 0, 0, 0, 0
2255, 81, 85, 2, 0, 0, 0, 0, 0
2256, 77, 85, 2, 0, 0, 0, 0, 0
2257, 74, 86, 2, 0, 0, 0, 0, 0
2258, 72, 88, 2, 0, 0, 0, 0, 0
2259, 71, 91, 2, 0, 0, 0, 0, 0
2260, 67, 91, 2, 0, 0, 0, 0, 0
2261, 63, 91, 2, 0, 0, 0, 0, 0
2262, 59, 91, 2, 0, 0, 0, 0, 0
2263, 57, 93, 2, 0, 0, 0, 0, 0
2264, 53, 93, 2, 0, 0, 0, 0, 0
2265, 50, 94, 2, 0, 0, 0, 0, 0
2266, 47, 95, 2, 0, 0, 0, 0, 0
2267, 47, 95, 2, 0, 0, 0, 0, 0
2268, 47, 95, 2, 0, 0, 0, 0, 0
2269, 47, 95, 2, 0, 0, 0, 0, 0
2270, 47, 95, 2, 0, 0, 0, 0, 0
2271, 48, 96, 2, 0, 0, 0, 0, 0
2272, 48, 96, 2, 0, 0, 0, 0, 0
2273, 50, 98, 2, 0, 0, 0, 0, 0
2274, 53, 101, 2, 0, 0, 0, 0, 0
2275, 53, 101, 2, 0, 0, 0, 0, 0
2276, 55, 103, 2, 0, 0, 0, 0, 0
2277, 57, 105, 2, 0, 0, 0, 0, 0
2278, 58, 106, 2, 0, 0, 0, 0, 0
2279, 59, 107, 2, 0, 0, 0, 0, 0
2280, 62, 110, 2, 0, 0, 0, 0, 0
2281, 62, 110, 2, 0, 0, 0, 0, 0
2282, 62, 110, 2, 0, 0, 0, 0, 0
2283, 62, 110, 2, 0, 0, 0, 0, 0
2284, 62, 110, 2, 0, 0, 0, 0, 0
2285, 63, 111, 2, 0, 0, 0, 0, 0
2286, 65, 113, 2, 0, 0, 0, 0, 0
2287, 67, 111, 2, 2, 0, 0, 0, 0
2288, 68, 108, 2, 4, 0, 0, 0, 0
2289, 69, 105, 2, 6, 0, 0, 0, 0
2290, 69, 101, 2, 8, 0, 0, 0, 0
2291, 69, 97, 2, 10, 0, 0, 0, 0
2292, 70, 94, 2, 12, 0, 0, 0, 0
2293, 70, 90, 2, 14, 0, 0, 0, 0
2294, 72, 88, 2, 16, 0, 0, 0, 0
2295, 72, 84, 2, 18, 0, 0, 0, 0
2296, 72, 80, 2, 20, 0, 0, 0, 0
2297, 73, 77, 2, 22, 0, 0, 0, 0
2298, 74, 74, 2, 24, 0, 0, 0, 0
2299, 76, 72, 2, 26, 0, 0, 0, 0
2300, 76, 68, 2, 28, 0, 0, 0, 0
2301, 78, 66, 2, 30, 0, 0, 0, 0
2302, 78, 66, 2, 28, 0, 0, 0, 0
2303, 81, 69, 2, 26, 0, 0, 0, 0
2304, 81, 69, 2, 24, 0, 0, 0, 0
2305, 82, 70, 2, 22, 0, 0, 0, 0
2306, 83, 71, 2, 20, 0, 0, 0, 0
2307, 85, 73, 2, 18, 0, 0, 0, 0
2308, 86, 74, 2, 16, 0, 0, 0, 0
2309, 86, 74, 2, 10, 0, 0, 0, 0
2310, 87, 75, 2, 4, 0, 0, 0, 0
2311, 89, 77, 2, 0, 0, 0, 0, 0
2312, 91, 75, 2, 0, 0, 0, 0, 0
2313, 91, 71, 2, 0, 0, 0, 0, 0
2314, 91, 67, 2, 0, 0, 0, 0, 0
2315, 91, 63, 2, 0, 0, 0, 0, 0
2316, 94, 62, 2, 0, 0, 0, 0, 0
2317, 95, 59, 2, 0, 0, 0, 0, 0
2318, 98, 58, 2, 0, 0, 0, 0, 0
2319, 98, 54, 2, 0, 0, 0, 0, 0
2320, 99, 51, 2, 0, 0, 0, 0, 0
2321, 101, 53, 2, 0, 0, 0, 0, 0
2322, 98, 54, 6, 0, 0, 0, 0, 0
2323, 94, 54, 10, 0, 0, 0, 0, 0
2324, 92, 56, 14, 0, 0, 0, 0, 0
2325, 89, 57, 18, 0, 0, 0, 0, 0
2326, 85, 57, 22, 0, 0, 0, 0, 0
2327, 82, 58, 26, 0, 0, 0, 0, 0
2328, 79, 59, 30, 0, 0, 0, 0, 0
2329, 76, 60, 34, 0, 0, 0, 0, 0
2330, 73, 61, 38, 0, 0, 0, 0, 0
2331, 69, 61, 42, 0, 0, 0, 0, 0
2332, 70, 62, 42, 0, 0, 0, 0, 0
2333, 71, 63, 42, 0, 0, 0, 0, 0
2334, 73, 65, 42, 0, 0, 0, 0, 0
2335, 73, 65, 42, 0, 0, 0, 0, 0
2336, 73, 65, 42, 0, 0, 0, 0, 0
2337, 74, 66, 42, 0, 0, 0, 0, 0
2338, 75, 67, 42, 0, 0, 0, 0, 0
2339, 76, 68, 42, 0, 0, 0, 0, 0
2340, 76, 68, 42, 0, 0, 0, 0, 0
2341, 73, 69, 42, 0, 0, 0, 0, 0
2342, 69, 69, 42, 0, 0, 0, 0, 0
2343, 65, 69, 38, 0, 0, 0, 0, 0
2344, 63, 71, 34, 0, 0, 0, 0, 0
2345, 59, 71, 30, 0, 0, 0, 0, 0
2346, 57, 73, 26, 0, 0, 0, 0, 0
2347, 53, 73, 22, 0, 0, 0, 0, 0
2348, 50, 74, 18, 0, 0, 0, 0, 0
2349, 46, 74, 14, 0, 0, 0, 0, 0
2350, 42, 74, 10, 0, 0, 0, 0, 0
2351, 40, 76, 6, 0, 0, 0, 0, 0
2352, 36, 76, 2, 0, 0, 0, 0, 0
2353, 37, 77, 2, 0, 0, 0, 0, 0
2354, 37, 77, 2, 0, 0, 0, 0, 0
2355, 38, 78, 2, 0, 0, 0, 0, 0
2356, 38, 78, 2, 0, 0, 0, 0, 0
2357, 38, 78, 2, 0, 0, 0, 0, 0
2358, 38, 78, 2, 0, 0, 0, 0, 0
2359, 39, 79, 2, 0, 0, 0, 0, 0
2360, 40, 80, 2, 0, 0, 0, 0, 0
2361, 40, 80, 2, 0, 0, 0, 0, 0
2362, 42, 82, 2, 0, 0, 0, 0, 0
2363, 44, 84, 2, 0, 0, 0, 0, 0
2364, 45, 85, 2, 0, 0, 0, 0, 0
2365, 47, 87, 2, 0, 0, 0, 0, 0
2366, 48, 88, 2, 0, 0, 0, 0, 0
2367, 51, 91, 2, 0, 0, 0, 0, 0
2368, 54, 94, 2, 0, 0, 0, 0, 0
2369, 55, 95, 2, 0, 0, 0, 0, 0
2370, 56, 96, 2, 0, 0, 0, 0, 0
2371, 57, 97, 2, 0, 0, 0, 0, 0
2372, 59, 99, 2, 0, 0, 0, 0, 0
2373, 59, 95, 2, 2, 0, 0, 0, 0
2374, 59, 91, 2, 4, 0, 0, 0, 0
2375, 61, 89, 2, 6, 0, 0, 0, 0
2376, 61, 85, 2, 8, 0, 0, 0, 0
2377, 62, 82, 2, 10, 0, 0, 0, 0
2378, 63, 79, 2, 12, 0, 0, 0, 0
2379, 64, 76, 2, 14, 0, 0, 0, 0
2380, 66, 74, 2, 16, 0, 0, 0, 0
2381, 66, 70, 2, 18, 0, 0, 0, 0
2382, 67, 67, 2, 20, 0, 0, 0, 0
2383, 68, 64, 2, 22, 0, 0, 0, 0
2384, 68, 60, 2, 24, 0, 0, 0, 0
2385, 69, 57, 2, 26, 0, 0, 0, 0
2386, 70, 58, 2, 24, 0, 0, 0, 0
2387, 71, 59, 2, 22, 0, 0, 0, 0
2388, 71, 59, 2, 20, 0, 0, 0, 0
2389, 72, 60, 2, 18, 0, 0, 0, 0
2390, 73, 61, 2, 16, 0, 0, 0, 0
2391, 73, 61, 2, 14, 0, 0, 0, 0
2392, 73, 61, 2, 12, 0, 0, 0, 0
2393, 75, 63, 2, 10, 0, 0, 0, 0
2394, 75, 63, 2, 8, 0, 0, 0, 0
2395, 75, 63, 2, 2, 0, 0, 0, 0
2396, 75, 61, 2, 2, 0, 0, 0, 0
2397, 75, 59, 2, 2, 0, 0, 0, 0
2398, 76, 58, 2, 2, 0, 0, 0, 0
2399, 76, 56, 2, 2, 0, 0, 0, 0
2400, 79, 57, 2, 2, 0, 0, 0, 0
2401, 79, 55, 2, 2, 0, 0, 0, 0
2402, 80, 54, 2, 2, 0, 0, 0, 0
2403, 81, 53, 2, 2, 0, 0, 0, 0
2404, 82, 52, 2, 2, 0, 0, 0, 0
2405, 83, 51, 2, 2, 0, 0, 0, 0
2406, 80, 50, 6, 2, 0, 0, 0, 0
2407, 76, 48, 10, 2, 0, 0, 0, 0
2408, 72, 46, 14, 2, 0, 0, 0, 0
2409, 68, 44, 18, 2, 0, 0, 0, 0
2410, 64, 42, 22, 2, 0, 0, 0, 0
2411, 62, 42, 26, 2, 0, 0, 0, 0
2412, 58, 40, 30, 2, 0, 0, 0, 0
2413, 55, 39, 34, 2, 0, 0, 0, 0
2414, 52, 38, 38, 2, 0, 0, 0, 0
2415, 53, 37, 38, 2, 0, 0, 0, 0
2416, 53, 35, 38, 2, 0, 0, 0, 0
2417, 53, 33, 38, 2, 0, 0, 0, 0
2418, 53, 31, 38, 2, 0, 0, 0, 0
2419, 53, 29, 38, 2, 0, 0, 0, 0
2420, 56, 30, 38, 2, 0, 0, 0, 0
2421, 57, 29, 38, 2, 0, 0, 0, 0
2422, 60, 30, 38, 2, 0, 0, 0, 0
2423, 60, 32, 38, 0, 0, 0, 0, 0
2424, 60, 32, 38, 0, 0, 0, 0, 0
2425, 60, 32, 38, 0, 0, 0, 0, 0
2426, 62, 34, 38, 0, 0, 0, 0, 0
2427, 64, 36, 34, 0, 0, 0, 0, 0
2428, 64, 36, 30, 0, 0, 0, 0, 0
2429, 65, 37, 26, 0, 0, 0, 0, 0
2430, 66, 38, 22, 0, 0, 0, 0, 0
2431, 66, 38, 18, 0, 0, 0, 0, 0
2432, 68, 40, 14, 0, 0, 0, 0, 0
2433, 68, 40, 10, 0, 0, 0, 0, 0
2434, 69, 41, 6, 0, 0, 0, 0, 0
2435, 69, 41, 2, 0, 0, 0, 0, 0
2436, 69, 41, 2, 0, 0, 0, 0, 0
2437, 69, 41, 2, 0, 0, 0, 0, 0
2438, 71, 43, 2, 0, 0, 0, 0, 0
2439, 72, 44, 2, 0, 0, 0, 0, 0
2440, 73, 45, 2, 0, 0, 0, 0, 0
2441, 75, 47, 2, 0, 0, 0, 0, 0
2442, 77, 49, 2, 0, 0, 0, 0, 0
2443, 73, 49, 2, 0, 0, 0, 0, 0
2444, 71, 51, 2, 0, 0, 0, 0, 0
2445, 68, 52, 2, 0, 0, 0, 0, 0
2446, 66, 54, 2, 0, 0, 0, 0, 0
2447, 65, 57, 2, 0, 0, 0, 0, 0
2448, 61, 57, 2, 0, 0, 0, 0, 0
2449, 58, 58, 2, 0, 0, 0, 0, 0
2450, 57, 61, 2, 0, 0, 0, 0, 0
2451, 53, 61, 2, 0, 0, 0, 0, 0
2452, 49, 61, 2, 0, 0, 0, 0, 0
2453, 46, 62, 2, 0, 0, 0, 0, 0
2454, 42, 62, 2, 0, 0, 0, 0, 0
2455, 38, 62, 2, 0, 0, 0, 0, 0
2456, 35, 63, 2, 0, 0, 0, 0, 0
2457, 33, 65, 2, 0, 0, 0, 0, 0
2458, 33, 65, 2, 0, 0, 0, 0, 0
2459, 34, 66, 2, 0, 0, 0, 0, 0
2460, 35, 67, 2, 0, 0, 0, 0, 0
2461, 35, 67, 2, 0, 0, 0, 0, 0
2462, 36, 68, 2, 0, 0, 0, 0, 0
2463, 37, 69, 2, 0, 0, 0, 0, 0
2464, 39, 71, 2, 0, 0, 0, 0, 0
2465, 43, 75, 2, 0, 0, 0, 0, 0
2466, 45, 77, 2, 0, 0, 0, 0, 0
2467, 47, 79, 2, 0, 0, 0, 0, 0
2468, 47, 79, 2, 0, 0, 0, 0, 0
2469, 47, 79, 2, 0, 0, 0, 0, 0
2470, 47, 79, 2, 0, 0, 0, 0, 0
2471, 49, 81, 2, 0, 0, 0, 0, 0
2472, 50, 82, 2, 0, 0, 0, 0, 0
2473, 50, 82, 2, 0, 0, 0, 0, 0
2474, 53, 85, 2, 0, 0, 0, 0, 0
2475, 54, 86, 2, 0, 0, 0, 0, 0
2476, 55, 87, 2, 0, 0, 0, 0, 0
2477, 55, 87, 2, 0, 0, 0, 0, 0
2478, 56, 84, 2, 2, 0, 0, 0, 0
2479, 58, 82, 2, 4, 0, 0, 0, 0
2480, 60, 80, 2, 6, 0, 0, 0, 0
2481, 60, 76, 2, 8, 0, 0, 0, 0
2482, 61, 73, 2, 10, 0, 0, 0, 0
2483, 63, 71, 2, 12, 0, 0, 0, 0
2484, 63, 67, 2, 14, 0, 0, 0, 0
2485, 65, 65, 2, 16, 0, 0, 0, 0
2486, 66, 62, 2, 18, 0, 0, 0, 0
2487, 66, 58, 2, 20, 0, 0, 0, 0
2488, 66, 54, 2, 22, 0, 0, 0, 0
2489, 66, 54, 2, 20, 0, 0, 0, 0
2490, 68, 56, 2, 18, 0, 0, 0, 0
2491, 70, 58, 2, 16, 0, 0, 0, 0
2492, 71, 59, 2, 14, 0, 0, 0, 0
2493, 71, 59, 2, 12, 0, 0, 0, 0
2494, 72, 60, 2, 10, 0, 0, 0, 0
2495, 72, 60, 2, 8, 0, 0, 0, 0
2496, 73, 61, 2, 6, 0, 0, 0, 0
2497, 73, 61, 2, 4, 0, 0, 0, 0
2498, 73, 61, 2, 2, 0, 0, 0, 0
2499, 73, 59, 2, 2, 0, 0, 0, 0
2500, 73, 57, 2, 2, 0, 0, 0, 0
2501, 73, 55, 2, 2, 0, 0, 0, 0
2502, 75, 55, 2, 2, 0, 0, 0, 0
2503, 76, 54, 2, 2, 0, 0, 0, 0
2504, 78, 54, 2, 2, 0, 0, 0, 0
2505, 80, 54, 2, 2, 0, 0, 0, 0
2506, 80, 52, 2, 2, 0, 0, 0, 0
2507, 80, 50, 2, 2, 0, 0, 0, 0
2508, 81, 49, 2, 2, 0, 0, 0, 0
2509, 79, 49, 6, 2, 0, 0, 0, 0
2510, 78, 50, 10, 2, 0, 0, 0, 0
2511, 75, 49, 14, 2, 0, 0, 0, 0
2512, 72, 48, 18, 2, 0, 0, 0, 0
2513, 68, 46, 22, 2, 0, 0, 0, 0
2514, 65, 45, 26, 2, 0, 0, 0, 0
2515, 62, 44, 30, 2, 0, 0, 0, 0
2516, 58, 42, 34, 2, 0, 0, 0, 0
2517, 54, 40, 38, 2, 0, 0, 0, 0
2518, 54, 38, 38, 2, 0, 0, 0, 0
2519, 55, 37, 38, 2, 0, 0, 0, 0
2520, 56, 36, 38, 2, 0, 0, 0, 0
2521, 56, 34, 38, 2, 0, 0, 0, 0
2522, 57, 33, 38, 2, 0, 0, 0, 0
2523, 57, 31, 38, 2, 0, 0, 0, 0
2524, 59, 31, 38, 2, 0, 0, 0, 0
2525, 60, 30, 38, 2, 0, 0, 0, 0
2526, 60, 32, 38, 0, 0, 0, 0, 0
2527, 63, 35, 38, 0, 0, 0, 0, 0
2528, 65, 37, 38, 0, 0, 0, 0, 0
2529, 66, 38, 38, 0, 0, 0, 0, 0
2530, 66, 38, 34, 0, 0, 0, 0, 0
2531, 67, 39, 30, 0, 0, 0, 0, 0
2532, 67, 39, 26, 0, 0, 0, 0, 0
2533, 69, 41, 22, 0, 0, 0, 0, 0
2534, 70, 42, 18, 0, 0, 0, 0, 0
2535, 73, 45, 14, 0, 0, 0, 0, 0
2536, 74, 46, 10, 0, 0, 0, 0, 0
2537, 77, 49, 6, 0, 0, 0, 0, 0
2538, 77, 49, 2, 0, 0, 0, 0, 0
2539, 78, 50, 2, 0, 0, 0, 0, 0
2540, 79, 51, 2, 0, 0, 0, 0, 0
2541, 81, 53, 2, 0, 0, 0, 0, 0
2542, 82, 54, 2, 0, 0, 0, 0, 0
2543, 85, 57, 2, 0, 0, 0, 0, 0
2544, 86, 58, 2, 0, 0, 0, 0, 0
2545, 87, 59, 2, 0, 0, 0, 0, 0
2546, 83, 59, 2, 0, 0, 0, 0, 0
2547, 80, 60, 2, 0, 0, 0, 0, 0
2548, 78, 62, 2, 0, 0, 0, 0, 0
2549, 76, 64, 2, 0, 0, 0, 0, 0
2550, 72, 64, 2, 0, 0, 0, 0, 0
2551, 71, 67, 2, 0, 0, 0, 0, 0
2552, 67, 67, 2, 0, 0, 0, 0, 0
2553, 64, 68, 2, 0, 0, 0, 0, 0
2554, 63, 71, 2, 0, 0, 0, 0, 0
2555, 59, 71, 2, 0, 0, 0, 0, 0
2556, 56, 72, 2, 0, 0, 0, 0, 0
2557, 53, 73, 2, 0, 0, 0, 0, 0
2558, 49, 73, 2, 0, 0, 0, 0, 0
2559, 48, 76, 2, 0, 0, 0, 0, 0
2560, 44, 76, 2, 0, 0, 0, 0, 0
2561, 41, 77, 2, 0, 0, 0, 0, 0
2562, 38, 78, 2, 0, 0, 0, 0, 0
2563, 40, 80, 2, 0, 0, 0, 0, 0
2564, 40, 80, 2, 0, 0, 0, 0, 0
2565, 40, 80, 2, 0, 0, 0, 0, 0
2566, 42, 82, 2, 0, 0, 0, 0, 0
2567, 43, 83, 2, 0, 0, 0, 0, 0
2568, 45, 85, 2, 0, 0, 0, 0, 0
2569, 45, 85, 2, 0, 0, 0, 0, 0
2570, 47, 87, 2, 0, 0, 0, 0, 0
2571, 49, 89, 2, 0, 0, 0, 0, 0
2572, 49, 89, 2, 0, 0, 0, 0, 0
2573, 50, 90, 2, 0, 0, 0, 0, 0
2574, 51, 91, 2, 0, 0, 0, 0, 0
2575, 51, 91, 2, 0, 0, 0, 0, 0
2576, 51, 91, 2, 0, 0, 0, 0, 0
2577, 51, 91, 2, 0, 0, 0, 0, 0
2578, 52, 92, 2, 0, 0, 0, 0, 0
2579, 52, 92, 2, 0, 0, 0, 0, 0
2580, 55, 95, 2, 0, 0, 0, 0, 0
2581, 56, 96, 2, 0, 0, 0, 0, 0
2582, 56, 96, 2, 0, 0, 0, 0, 0
2583, 58, 94, 2, 2, 0, 0, 0, 0
2584, 60, 92, 2, 4, 0, 0, 0, 0
2585, 61, 89, 2, 6, 0, 0, 0, 0
2586, 62, 86, 2, 8, 0, 0, 0, 0
2587, 63, 83, 2, 10, 0, 0, 0, 0
2588, 63, 79, 2, 12, 0, 0, 0, 0
2589, 63, 75, 2, 14, 0, 0, 0, 0
2590, 64, 72, 2, 16, 0, 0, 0, 0
2591, 64, 68, 2, 18, 0, 0, 0, 0
2592, 64, 64, 2, 20, 0, 0, 0, 0
2593, 64, 60, 2, 22, 0, 0, 0, 0
2594, 69, 61, 2, 24, 0, 0, 0, 0
2595, 71, 59, 2, 26, 0, 0, 0, 0
2596, 73, 61, 2, 24, 0, 0, 0, 0
2597, 76, 64, 2, 22, 0, 0, 0, 0
2598, 77, 65, 2, 20, 0, 0, 0, 0
2599, 77, 65, 2, 18, 0, 0, 0, 0
2600, 77, 65, 2, 16, 0, 0, 0, 0
2601, 78, 66, 2, 14, 0, 0, 0, 0
2602, 81, 69, 2, 12, 0, 0, 0, 0
2603, 81, 69, 2, 10, 0, 0, 0, 0
2604, 81, 69, 2, 8, 0, 0, 0, 0
2605, 82, 70, 2, 2, 0, 0, 0, 0
2606, 84, 70, 2, 2, 0, 0, 0, 0
2607, 85, 69, 2, 2, 0, 0, 0, 0
2608, 85, 67, 2, 2, 0, 0, 0, 0
2609, 86, 66, 2, 2, 0, 0, 0, 0
2610, 87, 65, 2, 2, 0, 0, 0, 0
2611, 88, 64, 2, 2, 0, 0, 0, 0
2612, 88, 62, 2, 2, 0, 0, 0, 0
2613, 90, 62, 2, 2, 0, 0, 0, 0
2614, 90, 60, 2, 2, 0, 0, 0, 0
2615, 90, 58, 2, 2, 0, 0, 0, 0
2616, 86, 56, 6, 2, 0, 0, 0, 0
2617, 82, 54, 10, 2, 0, 0, 0, 0
2618, 79, 53, 14, 2, 0, 0, 0, 0
2619, 77, 53, 18, 2, 0, 0, 0, 0
2620, 75, 53, 22, 2, 0, 0, 0, 0
2621, 71, 51, 26, 2, 0, 0, 0, 0
2622, 67, 49, 30, 2, 0, 0, 0, 0
2623, 63, 47, 34, 2, 0, 0, 0, 0
2624, 60, 46, 38, 2, 0, 0, 0, 0
2625, 60, 44, 38, 2, 0, 0, 0, 0
2626, 60, 42, 38, 2, 0, 0, 0, 0
2627, 62, 42, 38, 2, 0, 0, 0, 0
2628, 63, 41, 38, 2, 0, 0, 0, 0
2629, 63, 39, 38, 2, 0, 0, 0, 0
2630, 64, 38, 38, 2, 0, 0, 0, 0
2631, 66, 38, 38, 2, 0, 0, 0, 0
2632, 67, 37, 38, 2, 0, 0, 0, 0
2633, 70, 38, 38, 2, 0, 0, 0, 0
2634, 70, 36, 38, 2, 0, 0, 0, 0
2635, 71, 35, 38, 2, 0, 0, 0, 0
2636, 71, 37, 38, 0, 0, 0, 0, 0
2637, 71, 37, 34, 0, 0, 0, 0, 0
2638, 71, 37, 30, 0, 0, 0, 0, 0
2639, 73, 39, 26, 0, 0, 0, 0, 0
2640, 74, 40, 22, 0, 0, 0, 0, 0
2641, 74, 40, 18, 0, 0, 0, 0, 0
2642, 75, 41, 14, 0, 0, 0, 0, 0
2643, 78, 44, 10, 0, 0, 0, 0, 0
2644, 79, 45, 6, 0, 0, 0, 0, 0
2645, 81, 47, 2, 0, 0, 0, 0, 0
2646, 81, 47, 2, 0, 0, 0, 0, 0
2647, 82, 48, 2, 0, 0, 0, 0, 0
2648, 82, 48, 2, 0, 0, 0, 0, 0
2649, 84, 50, 2, 0, 0, 0, 0, 0
2650, 84, 50, 2, 0, 0, 0, 0, 0
2651, 85, 51, 2, 0, 0, 0, 0, 0
2652, 85, 51, 2, 0, 0, 0, 0, 0
2653, 86, 52, 2, 0, 0, 0, 0, 0
2654, 86, 52, 2, 0, 0, 0, 0, 0
2655, 87, 53, 2, 0, 0, 0, 0, 0
2656, 83, 53, 2, 0, 0, 0, 0, 0
2657, 80, 54, 2, 0, 0, 0, 0, 0
2658, 77, 55, 2, 0, 0, 0, 0, 0
2659, 74, 56, 2, 0, 0, 0, 0, 0
2660, 70, 56, 2, 0, 0, 0, 0, 0
2661, 68, 58, 2, 0, 0, 0, 0, 0
2662, 66, 60, 2, 0, 0, 0, 0, 0
2663, 65, 63, 2, 0, 0, 0, 0, 0
2664, 61, 63, 2, 0, 0, 0, 0, 0
2665, 57, 63, 2, 0, 0, 0, 0, 0
2666, 55, 65, 2, 0, 0, 0, 0, 0
2667, 51, 65, 2, 0, 0, 0, 0, 0
2668, 49, 67, 2, 0, 0, 0, 0, 0
2669, 45, 67, 2, 0, 0, 0, 0, 0
2670, 41, 67, 2, 0, 0, 0, 0, 0
2671, 39, 69, 2, 0, 0, 0, 0, 0
2672, 37, 71, 2, 0, 0, 0, 0, 0
2673, 33, 71, 2, 0, 0, 0, 0, 0
2674, 34, 72, 2, 0, 0, 0, 0, 0
2675, 34, 72, 2, 0, 0, 0, 0, 0
2676, 37, 75, 2, 0, 0, 0, 0, 0
2677, 39, 77, 2, 0, 0, 0, 0, 0
2678, 41, 79, 2, 0, 0, 0, 0, 0
2679, 42, 80, 2, 0, 0, 0, 0, 0
2680, 42, 80, 2, 0, 0, 0, 0, 0
2681, 42, 80, 2, 0, 0, 0, 0, 0
2682, 43, 81, 2, 0, 0, 0, 0, 0
2683, 46, 84, 2, 0, 0, 0, 0, 0
2684, 49, 87, 2, 0, 0, 0, 0, 0
2685, 51, 89, 2, 0, 0, 0, 0, 0
2686, 51, 89, 2, 0, 0, 0, 0, 0
2687, 51, 89, 2, 0, 0, 0, 0, 0
2688, 51, 89, 2, 0, 0, 0, 0, 0
2689, 52, 90, 2, 0, 0, 0, 0, 0
2690, 52, 90, 2, 0, 0, 0, 0, 0
2691, 52, 90, 2, 0, 0, 0, 0, 0
2692, 54, 92, 2, 0, 0, 0, 0, 0
2693, 54, 92, 2, 0, 0, 0, 0, 0
2694, 54, 88, 2, 2, 0, 0, 0, 0
2695, 54, 84, 2, 4, 0, 0, 0, 0
2696, 57, 83, 2, 6, 0, 0, 0, 0
2697, 58, 80, 2, 8, 0, 0, 0, 0
2698, 58, 76, 2, 10, 0, 0, 0, 0
2699, 59, 73, 2, 12, 0, 0, 0, 0
2700, 62, 72, 2, 14, 0, 0, 0, 0
2701, 65, 71, 2, 16, 0, 0, 0, 0
2702, 67, 69, 2, 18, 0, 0, 0, 0
2703, 68, 66, 2, 20, 0, 0, 0, 0
2704, 68, 62, 2, 22, 0, 0, 0, 0
2705, 71, 61, 2, 24, 0, 0, 0, 0
2706, 72, 58, 2, 26, 0, 0, 0, 0
2707, 74, 60, 2, 24, 0, 0, 0, 0
2708, 77, 63, 2, 22, 0, 0, 0, 0
2709, 77, 63, 2, 20, 0, 0, 0, 0
2710, 77, 63, 2, 18, 0, 0, 0, 0
2711, 78, 64, 2, 16, 0, 0, 0, 0
2712, 80, 66, 2, 14, 0, 0, 0, 0
2713, 81, 67, 2, 12, 0, 0, 0, 0
2714, 82, 68, 2, 10, 0, 0, 0, 0
2715, 82, 68, 2, 8, 0, 0, 0, 0
2716, 82, 68, 2, 2, 0, 0, 0, 0
2717, 82, 66, 2, 2, 0, 0, 0, 0
2718, 83, 65, 2, 2, 0, 0, 0, 0
2719, 84, 64, 2, 2, 0, 0, 0, 0
2720, 89, 67, 2, 2, 0, 0, 0, 0
2721, 91, 67, 2, 2, 0, 0, 0, 0
2722, 92, 66, 2, 2, 0, 0, 0, 0
2723, 93, 65, 2, 2, 0, 0, 0, 0
2724, 94, 64, 2, 2, 0, 0, 0, 0
2725, 96, 64, 2, 2, 0, 0, 0, 0
2726, 97, 63, 2, 2, 0, 0, 0, 0
